node,xx,yy
133,0.314246937979,0.342298657089
132,0.246371662599,0.312021881806
131,0.211129043893,0.250427957287
130,0.222834016733,0.207744414411
137,0.519666735324,0.454350586452
136,0.462692842954,0.436529031319
135,0.407650916052,0.409906678389
134,0.35011674102,0.375671763001
139,0.644585840957,0.508302909196
138,0.57812256612,0.48506158767
93,0.255604815992,0.931287893881
24,0.0139417216578,0.579192790168
25,0.0247740443092,0.628099367522
26,0.0672632928577,0.671537147301
27,0.113733667046,0.709876331484
20,0.0143825014011,0.394028565336
21,0.00420243525551,0.434082058981
22,0.0,0.476262099377
23,0.0019917521582,0.523906155766
95,0.334896131414,0.969585729686
28,0.146856101812,0.759413740017
29,0.206180752075,0.78190961426
94,0.297811521618,0.949184173496
0,0.721326433362,0.0848259168384
4,0.634344577756,0.0468942281702
8,0.423533148485,0.0385953076011
96,0.389549386636,0.985468882499
120,0.487688172652,0.000101330622789
121,0.44195249389,0.00166990878813
122,0.40695687973,0.00595749031837
123,0.363136899805,0.0186409831788
124,0.321164000269,0.0316787796483
125,0.288039477592,0.047719475503
126,0.242577049801,0.0733785658152
127,0.222765165135,0.0902452094461
128,0.188206785974,0.123368663435
129,0.162249073256,0.170675520848
69,0.637778234819,0.0259665368252
91,0.178875185503,0.881014872331
59,0.919798705003,0.229442564891
58,0.92974271106,0.251198825223
55,0.953570108771,0.315255851532
54,0.966074317525,0.355180601469
57,0.948267714967,0.290253161754
56,0.939190454137,0.275736852065
51,0.969746822603,0.409282860586
50,0.977661932373,0.435422692727
53,0.95645926324,0.341090162364
52,0.967762063332,0.38326947394
90,0.15777033931,0.858364647943
199,0.669941609993,0.105972645102
198,0.628272017007,0.132667464146
195,0.438499997329,0.200236376767
194,0.370933768792,0.223214841743
197,0.554423099331,0.149812289817
67,0.735355395743,0.0675189755647
191,0.194650595742,0.34213716934
190,0.140572475397,0.372263675359
193,0.315558705553,0.261870153538
192,0.255217038988,0.29032059087
115,0.636305238763,0.195229031154
114,0.634690248407,0.263333096984
88,0.0912383575522,0.785662783484
89,0.122668705649,0.824704763842
111,0.599182887289,0.462729446676
110,0.570281267501,0.540113203523
113,0.620243097513,0.328970514063
112,0.619207159996,0.395308030237
82,0.0495365283294,0.434120453966
83,0.0388312760844,0.506632876241
80,0.0751770332673,0.318995409954
81,0.0411022108104,0.372784120466
119,0.518939346349,0.0
118,0.572041312367,0.00735650493995
84,0.0290004265098,0.56089939265
85,0.0478878360665,0.618845700772
3,0.667071210331,0.0638758140641
177,0.245289884518,0.906966476508
7,0.479829513112,0.028811582406
92,0.217921465086,0.908356508365
108,0.526286685068,0.664152799698
109,0.557370952308,0.60493898752
102,0.322467692083,0.97054767139
103,0.404388852985,0.931142704381
100,0.378230634238,0.987113903026
101,0.361289034467,0.985175748511
106,0.484851795497,0.781652549788
107,0.504027121995,0.726143258314
104,0.42207429326,0.885395178869
105,0.438547345563,0.827387932832
39,0.763178170532,0.892861186377
38,0.725037816254,0.923149195187
33,0.452264514409,0.907742548716
32,0.379265757991,0.862078502979
31,0.315774525552,0.849142414978
30,0.261782059574,0.816733757102
37,0.671891633125,0.920412837499
36,0.623392257085,0.951162323813
35,0.568148992364,0.927794198709
34,0.511704976252,0.909879669355
60,0.906570674054,0.209950443594
61,0.89121148504,0.188661818754
62,0.872664242424,0.170072474172
63,0.854368777724,0.149124254306
64,0.830196983539,0.132017983023
65,0.804737965112,0.11221897116
66,0.776820553762,0.0872953347235
178,0.198950811977,0.885516574032
68,0.688704617458,0.0416219238881
176,0.286459416929,0.936153731788
175,0.350950631503,0.959174248778
174,0.413734206666,0.979091089725
173,0.477552936871,0.991330020885
172,0.518296062984,0.99277443595
171,0.55870125833,0.993006311802
170,0.596666724261,0.990958484314
182,0.0554585597455,0.728390582966
183,0.0353392916865,0.683517896101
180,0.115480978173,0.807637321735
181,0.0851748715028,0.768532580567
186,0.00581463039822,0.547423180531
187,0.0217009401745,0.493476763953
184,0.0239282623018,0.648790610416
6,0.529724752804,0.0338298117291
188,0.0604068143924,0.463011830821
189,0.0930414749917,0.408916327945
179,0.146404740281,0.845624056558
196,0.497549964595,0.174725055204
97,0.433470400419,0.996489367582
185,0.00844471150559,0.600927721442
99,0.415467552007,0.996242491407
98,0.454765208347,0.999566860145
168,0.666502829191,0.975396960482
169,0.632586947506,0.984543740429
164,0.802827634691,0.906904483366
165,0.759401971062,0.939117227113
166,0.7280727954,0.954288994796
167,0.699823781297,0.966306922291
160,0.879302411735,0.836151291724
161,0.851451646271,0.860031719752
162,0.835980289804,0.882081199817
163,0.790759738284,0.915685737349
11,0.2612566634,0.0692474195239
10,0.314189270751,0.0649116645198
13,0.161682013175,0.13358489994
12,0.202647174347,0.100730406676
15,0.101039691367,0.209595865233
14,0.12913834159,0.167287129696
17,0.0561690556719,0.276682147388
16,0.0755812921171,0.2398873867
19,0.0224835743745,0.349261595062
18,0.0372797121737,0.313009832343
117,0.591825293978,0.079428481874
116,0.602011348426,0.13407164733
151,0.990538786632,0.592069521374
150,0.997382591831,0.557781959338
153,0.97618312879,0.657468558773
152,0.987889576667,0.618262751842
155,0.943751862038,0.739728948505
154,0.959909652117,0.686389702424
157,0.949127893131,0.730606520831
156,0.934579440929,0.757603231689
159,0.911875659012,0.796573636663
158,0.901787950562,0.809738560363
48,0.985343541963,0.510162617537
49,0.978271668131,0.469429171548
46,0.974574636587,0.628173014522
86,0.0498499939729,0.690547778442
44,0.945174988758,0.710070144597
45,0.957101034665,0.66596636145
42,0.878614209732,0.799764977616
43,0.910819959721,0.76409241955
40,0.807546448076,0.867244812635
87,0.0703749580131,0.737750456061
1,0.746834281634,0.100976433373
5,0.581289117177,0.0417846294597
9,0.367921723821,0.0451548380141
146,0.94253665863,0.502317859717
147,0.973119000233,0.575515409976
144,0.884764899429,0.563125056636
145,0.916567031351,0.538316475972
142,0.804405167359,0.546532937573
143,0.830590224388,0.513181216436
140,0.701288915038,0.501696863298
141,0.750315842667,0.533674815605
148,0.994240363022,0.528066573084
149,1.0,0.50087885057
77,0.184651187395,0.162265512337
76,0.227982862093,0.117377871211
75,0.281235925058,0.0803737025633
74,0.339923031176,0.042496657837
73,0.396169635883,0.0220022181778
72,0.460329419248,0.0139199308764
71,0.53281601617,0.00824630244996
70,0.590750457099,0.0167516667211
79,0.100273592817,0.261990556867
78,0.125185435077,0.204087938687
2,0.702676948296,0.068636752793
41,0.851796745741,0.838104971343
47,0.978354240585,0.55856976318
