node,xx,yy
24,0.278486335488,0.494622726655
25,0.58760322984,0.457145212659
26,0.650473465305,0.915805677359
27,0.669303451335,0.644177345955
20,0.494142312656,0.533814274499
21,0.221699283985,0.261783824504
22,0.166503186737,0.160732591649
23,0.202479053196,0.213869735036
28,0.340307767756,0.391242285618
29,0.706653349683,0.681230328446
0,0.424697440055,0.353287534147
4,0.167523733915,0.305820208376
8,0.0403566137775,0.0844846699406
59,0.481692277579,0.801241823753
58,0.401574415556,0.672254001024
55,0.812700624919,0.70145725359
54,0.840967848097,0.946467267968
57,0.554056563693,0.814439333145
56,0.625059122561,0.611807426465
51,0.250048400603,0.212969592949
50,0.318762221058,0.305775209768
53,0.202356772188,0.581570569492
52,0.0747000885879,0.767298270407
114,0.141292865894,0.539214931761
88,0.243660644377,0.547003410396
89,0.727216726536,0.555839930493
111,0.0982125417643,0.208971341288
110,0.231361379183,0.513459846164
113,0.528273346432,0.498128528974
112,0.375415542261,0.867395466488
82,0.404000419592,0.53320622069
83,0.0404218701045,0.515900547146
80,0.598251208806,0.556059744981
81,0.103920640727,0.629995328942
86,0.402934803701,0.729128383874
87,0.476487015953,0.482399134449
84,0.0,0.673592249272
85,0.723413624709,0.808896683108
3,0.194202400052,0.752890156228
7,0.176218353631,0.286600765596
108,0.0283513885403,0.0
109,0.806154674065,0.509206105915
102,0.238715842259,0.660805375124
103,0.653583918659,0.427764479031
100,0.467560821987,0.736615606352
101,0.661178585689,0.512398910279
106,0.471496481726,0.695047879793
107,0.073377842729,0.722986122117
104,0.220943924997,0.393909599573
105,0.801910398479,0.4091166464
39,0.543854447218,0.739261833145
38,0.633182481543,0.755179665539
33,0.753230229467,0.392345956684
32,0.435875134164,0.602397271836
31,0.842397105565,0.842760064979
30,0.67726969051,0.564673643933
37,0.789275524045,0.460161757142
36,0.713812247869,0.742017992481
35,0.744100673664,0.688391030153
34,0.94750417068,1.0
60,0.393496096294,0.794760387668
61,0.726153658341,0.860452917311
62,0.701817402525,0.548761568356
63,0.545736447785,0.765335262392
64,0.341368727728,0.541911331696
65,0.533560537666,0.555972768319
66,0.406607316636,0.766324591318
67,0.0844199885092,0.413265964007
68,0.13913669941,0.214086008142
69,0.326933782282,0.439760409618
2,0.34475020121,0.748441785597
6,0.477344899805,0.615178885997
99,0.822413421601,0.894228283946
98,0.0476712125621,0.648742748807
91,0.44474418326,0.67167692147
90,0.155141245941,0.344197886907
93,0.342871049441,0.349539835648
92,0.492370609035,0.85104272115
95,0.613799855481,0.44251712799
94,0.784862147363,0.677868993125
97,0.241318293811,0.775262237119
96,0.494322986014,0.650924507684
11,0.158869151371,0.513138804811
10,0.0984193446302,0.747566704749
13,0.508994830483,0.684108254226
12,0.757854940974,0.867273330883
15,0.356535193239,0.648489605531
14,0.629035959346,0.888601758278
17,0.56813350941,0.586072550439
16,0.293916660349,0.425908243104
19,0.845281316121,0.669532940764
18,0.901802680049,0.954041977483
48,0.30946492078,0.767942608583
49,0.120029800802,0.584218592809
46,0.122087198242,0.430884026731
47,0.375130604441,0.586711155584
44,0.584280766359,0.757683507643
45,0.762789415809,0.519045005029
42,0.774597960232,0.963815700409
43,0.797875972796,0.80779645016
40,0.0909965920071,0.532495542905
41,0.142088718893,0.278319105861
1,0.703948561285,0.468049695556
5,0.0319201621616,0.601232455021
9,0.224091130629,0.213503970062
77,0.0826480358647,0.27817772076
76,0.57087041144,0.649825985835
75,0.375311903568,0.825495492132
74,0.120503767592,0.676965924333
73,0.043628297686,0.46068815697
72,0.22479513314,0.736659329575
71,0.66118049598,0.944928313015
70,0.628433241032,0.526100319988
79,0.856777343664,0.631512622502
78,0.148778426866,0.123510866131
