node,xx,yy
24,0.239533141606,0.33018540762
25,0.668140579794,0.870921643047
26,0.272635297232,0.251800000417
27,0.86435903375,0.242803657706
20,0.71200473392,0.0474365404521
21,0.724247519673,0.136513831948
22,0.946451247988,0.295363866439
23,0.94773780727,0.514822347584
28,0.382324508547,0.790403331802
29,0.34018824914,0.655861691511
0,0.662576329463,0.737953911778
4,0.606378330518,0.615401014302
8,0.716471479073,0.482792484086
59,0.545339434693,0.989065260512
58,0.258939264746,0.462898623803
55,0.955678794573,0.650551674719
54,0.732221633415,0.731071996364
57,0.754499405589,0.84880985897
56,0.691545757604,0.211425147256
51,0.243069896765,0.543029789484
50,0.180642180888,0.621302069609
53,0.284150816686,0.692854424337
52,0.83579141335,0.52231284541
88,0.357869969918,0.278444373408
89,0.633798755259,0.963866942755
82,0.801335127197,0.664627592911
83,0.267010726218,0.94522824268
80,0.79035915983,0.401828649933
81,0.252786590134,0.766949560091
86,0.498467648438,0.0238044921038
87,0.495845334291,0.637943592433
84,0.795167359043,0.324639099456
85,0.121197268216,0.172274875874
3,0.688880602542,0.517359972235
7,0.640817382923,0.251353623552
39,0.189724030718,0.14714443455
38,0.277167128297,0.0940625953397
33,0.220452524666,0.0944052664565
32,0.551495449126,0.941399692678
31,0.44668695411,0.981010406053
30,0.398650364464,0.546284355368
37,0.585724313416,0.386131578206
36,0.534492898884,0.261451298743
35,0.635662702277,0.781079793004
34,0.460479112851,0.338868212432
60,0.428242374593,0.988837365733
61,0.122153812704,0.82219385481
62,0.99467542306,0.436502391279
63,0.0735888011344,0.307556490391
64,0.0208130691171,0.484198728983
65,0.425115131111,0.452664423038
66,0.0238084372577,0.436104278249
67,0.60151658204,0.716640502185
68,0.0470736501596,0.693849857561
69,0.0,0.546717275287
2,0.440873613926,0.772235869353
6,0.463156695476,0.828407190589
99,0.533461542757,0.542258321343
98,0.322392173306,0.0311518477896
91,0.0863545169306,0.613450129252
90,0.219063576388,0.238173837479
93,0.628123565533,0.0152391081183
92,0.725696709589,0.917785203939
95,0.21290068618,0.875559883411
94,0.688374293323,0.970880063092
97,0.757955237476,0.929938509567
96,0.808027725859,0.825289920901
11,0.463696040752,0.161932071569
10,0.760809206297,0.626158557746
13,0.409721438129,0.626174489921
12,0.67616306199,0.272946882729
15,0.45569439799,0.713002471337
14,0.918018192485,0.381262538634
17,0.445341203764,0.238357106201
16,0.804162660332,0.758689169979
19,0.569075819118,0.783488103669
18,0.408426458244,0.3688840908
48,0.435520335046,0.0115538444856
49,1.0,0.526345482713
46,0.542880608607,0.845673595567
47,0.890086396385,0.331195763792
44,0.316613328622,0.362443625166
45,0.0378084118596,0.338854244089
42,0.895245644126,0.778684882412
43,0.59106990636,0.00125731642188
40,0.301000277514,0.914696410585
41,0.582816251373,0.137751334263
1,0.534647850641,0.450307417266
5,0.638493678561,0.419060322615
9,0.88472320507,0.624774961968
77,0.784007316602,0.116952206043
76,0.554215482117,0.0
75,0.915255399337,0.428647025721
74,0.831212825593,0.204201103228
73,0.361485827827,0.0145922948294
72,0.124547651566,0.416622169841
71,0.280125000827,0.620594316204
70,0.670849412257,0.64374656197
79,0.938332367913,0.722473921196
78,0.573648877955,0.291528265646
