node,xx,yy
165,0.181575194748,0.0715529251662
133,0.91544106609,0.337665883631
132,0.406504198572,0.544553479699
131,0.433436172822,0.569927800309
130,0.378035095713,0.346376479149
137,0.543338970796,0.565329083993
136,0.497338857968,0.460580691659
135,0.454802262932,0.635854276702
134,0.489754198181,0.696897254241
139,0.541879943664,0.693361697973
138,0.756647697871,0.421692043958
166,0.3217611214,0.681509435905
24,0.331833664907,0.620705729751
25,0.860620447315,0.34969610048
26,0.751237878801,0.388246990956
27,0.711693589922,0.256369958928
20,0.505651575612,0.540373803768
21,0.9936347056,0.484129857901
22,0.33106697887,0.518836350527
23,0.580211310243,0.661209252655
160,0.742418654804,0.054802729612
28,0.764404194105,0.368314251968
29,0.692167961068,0.341274458726
94,0.343350394847,0.470773596432
4,0.838378635074,0.415102850156
8,0.42969197658,0.587750967741
96,0.593642384417,0.369602109685
120,0.592878753704,1.0
121,0.445113951474,0.493656481976
122,0.439818425,0.559980527532
123,0.413480408329,0.631665471064
124,0.778352019226,0.311753423976
125,0.385621525992,0.437821013453
126,0.645113901364,0.308859301158
127,0.349218820563,0.388341527228
128,0.686084795985,0.364434313462
129,0.452350435881,0.349907960453
91,0.407531828196,0.73405697556
59,0.322564475417,0.553850012436
58,0.398272796496,0.695559989882
55,0.426081336279,0.357020819744
54,0.429960636211,0.375894947723
57,0.459713296717,0.364441128648
56,0.473457077459,0.427176730492
51,0.667192724258,0.409421646004
50,0.45234596516,0.574539034255
53,0.465183562442,0.405232948232
52,0.464939524475,0.262451849588
198,0.752397210761,0.272576271716
195,0.417351868477,0.437571250431
194,0.444043457069,0.445560146355
197,0.448721313956,0.469466461143
196,0.469266829384,0.406979410959
191,0.716043324314,0.414071302134
190,0.328064915589,0.455369278372
193,0.347254465349,0.445950991143
192,0.415115645474,0.401634307955
115,0.829816165556,0.182400186836
114,0.389133505621,0.404617207823
117,0.60377581912,0.531942795575
89,0.448411526889,0.390262967754
111,0.468794399219,0.508831034909
110,0.461925105672,0.598137845116
113,0.407413056798,0.294895625034
69,0.434463560332,0.432385322502
82,0.280311468984,0.532132964311
83,0.40970586104,0.471371954762
80,0.550331925873,0.645081013558
81,0.358552723354,0.540341612533
86,0.687422732658,0.394526638056
87,0.367290784761,0.355139008685
84,0.470382478132,0.542643037949
85,0.802321703429,0.434413426319
141,0.326209017514,0.395756142997
3,0.887619022695,0.254881990194
7,0.372174029673,0.417574490015
92,0.872573228739,0.219383786869
108,0.380354591318,0.562165892753
109,0.373462100542,0.632862438047
102,0.822867815646,0.389045603974
103,0.298789605647,0.484224605212
100,0.397991304293,0.59171211117
101,0.400472787352,0.605731424119
106,0.398089300171,0.635194453858
107,0.375490154168,0.687085524958
104,0.260769145396,0.656038689207
105,0.38638978671,0.622737626922
39,0.74152988146,0.59840985403
38,0.542543301917,0.720981357414
33,0.448943771313,0.687189775674
32,0.477497829654,0.627163249737
31,0.514331614824,0.452288711095
30,0.0,0.573599637503
37,0.922481394238,0.303612909641
36,0.376893560765,0.381691002151
35,0.351010395724,0.634157846201
34,0.154694645468,0.423188139349
162,0.518042900278,0.640477059443
60,0.407750100351,0.51353567775
61,0.398155061183,0.417993839015
62,0.360728528605,0.677906191414
63,0.417224523891,0.696829363426
64,0.402383301842,0.664548819044
65,0.438829059701,0.665076647494
66,0.431853789933,0.650132895378
178,0.49422061693,0.476303220887
68,0.295645655862,0.651724220983
176,0.730499453008,0.325678825966
175,0.314982142532,0.413050594935
174,0.478384463184,0.464539088649
173,0.772052430097,0.345792619627
172,0.718268063346,0.343477036458
171,0.350845368769,0.529321750586
170,0.414496371916,0.502987156593
182,0.346572402801,0.562046172802
183,0.391067840876,0.501493652133
180,0.953967080532,0.226251424129
181,0.758015780791,0.584047875639
186,0.402980278014,0.273436627523
187,0.359507350764,0.714176171878
184,0.692917807555,0.32133842468
6,0.70904518525,0.0
188,0.47132785976,0.722326475587
189,0.674899281053,0.50183820753
179,0.478327713067,0.649088974262
185,0.347448427395,0.276705536502
99,0.415994674933,0.576998352048
98,0.385057639117,0.595324269243
168,0.417963351196,0.560370272594
169,0.775984232566,0.400166321555
164,0.388810917692,0.442859604365
90,0.659152571529,0.366104201768
93,0.3247864785,0.469722353219
167,0.737849144465,0.354493412147
95,0.37779428336,0.526747186644
161,0.397362926509,0.345554811636
97,0.73032700569,0.447819349808
163,0.698985750351,0.278424761535
11,0.50016416026,0.507559537129
10,0.340447751203,0.366722427403
13,0.801671795909,0.346382531214
12,0.502735464394,0.355858899104
15,0.276306415006,0.777773083992
14,0.367272213496,0.312496049934
17,0.167489506583,0.676410764221
16,0.258634061307,0.753343791326
19,0.482667443672,0.337478372574
18,0.55474228649,0.408710645076
88,0.581090941062,0.440301788781
116,0.567704295096,0.627882677197
151,0.309356148208,0.356656845403
150,0.399569978496,0.36431652676
153,0.687914355176,0.412078794585
152,0.780375577581,0.0307541208898
155,0.806233998896,0.371383819748
154,0.355549080609,0.646852095864
157,0.838868671321,0.078252314688
156,0.804378023589,0.400924508183
159,0.310337109286,0.658761047664
158,0.420039390292,0.450514550837
112,0.35113970952,0.350821054196
48,0.233617223384,0.754065114372
49,0.473278968296,0.384023745939
46,0.306593309391,0.615825865627
119,0.519209855902,0.82964233302
44,0.40546362263,0.6789508126
45,0.735982759353,0.518833687824
42,0.257737460114,0.607054738086
43,0.387387679977,0.54110330269
40,0.4376577339,0.696352194178
118,0.459968065911,0.481736908751
1,0.282078778921,0.592784411826
5,0.670584963741,0.382349932873
9,0.575516577501,0.593396172338
146,0.329243673783,0.441725121159
