node,xx,yy
24,0.994805935116,0.515804477391
25,0.897108207487,0.179109321576
26,0.866466333583,0.847104694794
20,0.736310330178,0.934084670981
21,0.96221867528,0.279342202099
22,0.996358935121,0.602849593236
23,0.912549829897,0.758140119639
1,0.0959618918957,0.537490424275
3,0.403276485206,0.486097815945
2,0.212642771884,0.462714674988
5,0.197527179404,0.813552147143
4,0.182359752764,0.300076394165
7,0.0771824129122,0.749769714205
6,0.283816294806,0.131355610687
9,0.0,0.422258212614
8,0.0209776310649,0.641471907028
11,0.419467300585,0.968212160104
10,0.0516389873974,0.272339722744
13,0.564420332082,0.0334192010879
12,0.286264831281,0.949611580955
15,0.330151140993,0.0264214733694
14,0.443894398597,0.0
17,0.783442969265,0.20327797841
16,0.800215986951,0.543882469851
19,0.970173512928,0.699839336898
18,1.0,0.386468519292
