node,xx,yy
41,0.446588125658,0.646880736964
24,0.815529391731,0.817329382308
25,0.656296711821,0.601985229425
26,0.359950611028,0.669221827975
27,0.0634145693968,0.512511898408
20,0.880137839977,0.191695739943
21,0.737757816086,0.398875200132
22,0.620313433018,0.0731416710809
23,0.609474011271,0.954955482309
28,0.179461211775,0.70872379961
29,0.0896987620779,0.806096634276
4,0.274820439299,0.946681468023
8,0.7712372606,0.894265721307
120,0.813881330854,0.343798775205
121,0.141372617653,0.757682907054
122,0.709126846158,0.930839481497
59,0.066785092676,0.772005153447
58,0.741325408567,0.794196143272
55,0.474378303229,0.931507019409
54,0.948140358295,0.434976547033
57,0.521057881282,0.632578277844
56,0.645410634993,0.82417500304
51,0.68258374093,0.398644328481
50,0.690565180515,0.184592303468
53,0.978287224921,0.411283119533
52,0.246911241308,0.413054262821
115,0.821484527725,0.656506969988
114,0.322939782147,0.748574689248
88,0.767915175826,0.57982359089
89,0.557438755419,0.411399962949
111,0.920589696331,0.451933233597
110,0.253531407298,0.895178586839
113,0.609545676775,0.815384685107
112,0.885055045647,0.353898054038
82,0.260029084819,0.482577351464
83,0.802050558571,0.75471643312
80,0.576516861298,0.00877521128113
81,0.242267395505,0.0851316073611
119,0.70124129179,0.807378169322
87,0.91132676894,0.490625798817
84,0.593380267597,0.618334511238
85,0.966608126075,0.581910954717
3,0.397779633758,0.870300241123
7,0.633247603583,0.714821238602
108,0.120067794497,0.222439906308
109,0.308039709933,0.463651494586
102,0.0381852003312,0.716629324036
103,0.165660119876,0.603277166181
100,0.91170555833,0.762987845082
101,0.889629694439,0.804305202292
106,0.1761774964,0.184026397044
107,0.272959162686,0.223487344205
104,0.393163431944,0.568981783762
105,0.0625138470497,0.30506907159
39,0.25831959599,0.141947607924
38,0.405300303617,0.133935873823
33,0.534119672797,0.0
32,0.457990520121,0.0303932394297
31,0.343495894614,0.120465378214
30,0.213046848792,0.0812411914941
37,0.199730418204,0.127744240967
36,0.185109896802,0.255880467573
35,0.517229901935,0.275577642079
34,0.732106204255,0.122621933052
60,0.0,0.622691078763
61,0.147900512257,0.156763146678
62,0.254108309395,0.0565693741091
63,0.853718439135,0.279158373351
64,0.814435727545,0.429935351486
65,0.903956449695,0.560200302028
66,0.852660571492,0.630281028173
67,0.795850152825,0.107658738788
68,0.637900133577,0.0200351013884
69,0.886710682017,0.234809251008
2,0.012990342732,0.657398976907
6,0.686755933013,0.047026690217
99,0.557579259375,0.997616666898
98,0.443534468179,0.938238772766
91,0.271163246572,0.663714298823
90,0.0472116094311,0.587937987749
93,0.370457022878,0.795003114844
92,0.00362141272067,0.377995431848
95,0.652331630981,0.968797018849
94,0.235148549207,0.934607841782
97,0.527270851645,1.0
96,0.471550720117,0.99865623439
11,0.422521694971,0.304449436792
10,0.00070418602363,0.441080361231
13,0.384524825296,0.0873102529562
12,0.362966020737,0.201107752343
15,0.65603152928,0.12389880085
14,0.361604423229,0.0265788255231
17,0.193654853775,0.904537400955
16,0.708314920719,0.0553142699311
19,0.336247500873,0.974652743172
18,0.212335557277,0.779593792086
117,0.0114887075536,0.563855923822
116,0.820067044513,0.869435405715
48,0.955599234207,0.552496973397
49,0.942493304654,0.315233518554
46,0.915594969851,0.735735092362
86,0.909076779765,0.282689508841
44,0.618573207199,0.934223611478
45,0.224186630859,0.859730965016
42,0.50587868139,0.757151698731
43,0.709285583838,0.617525188514
40,0.13278141855,0.166327623903
118,0.0383265910643,0.351856194132
1,0.187678317016,0.653339656886
5,0.633380272151,0.335257016402
9,0.0341277667188,0.410347796506
77,0.407434674066,0.0202844318173
76,0.710715557474,0.868743889909
75,0.740626183254,0.909307014939
74,0.807539543936,0.126826785914
73,0.713419986784,0.129253874519
72,0.306383944626,0.96204087251
71,0.16997164067,0.886148266741
70,0.770026814238,0.0838442700896
79,0.821636280884,0.141861710423
78,0.311200147226,0.0434333034821
47,0.73645863097,0.744493521213
